net.minecraft.src.block.BlockTNT,func_4027_c,*,*,onBlockDestroyedByExplosion,"Called upon the block being destroyed by an explosion"
net.minecraft.src.Block,func_4024_a,*,*,setStepSound,"Sets the footstep sound for the block. Returns the object for convenience in constructing."
net.minecraft.src.block.BlockRedstoneOre,func_4025_d,*,*,tickRate,"How many world ticks before ticking"
net.minecraft.src.item.Item,func_4022_a,*,*,setIconIndex,"Sets the icon index for this item. Returns the item."
net.minecraft.src.item.ItemFishingRod,func_4023_b,*,*,shouldRotateAroundWhenRendering,"Returns true if this item should be rotated by 180 degrees around the Y axis when being held in an entities hands."
net.minecraft.src.item.ItemTool,func_4020_a,*,*,getDamageVsEntity,"Returns the damage against a given entity."
net.minecraft.src.item.ItemTool,func_4021_a,*,*,hitEntity,"Current implementations of this method in child classes do not use the entry argument beside ev. They just raise the damage on the stack."
RenderBlocks,func_4152_a,*,*,renderStandardBlockWithColorMultiplier,"Renders a standard cube block at the given coordinates, with a given color ratio.  Args: block, x, y, z, r, g, b"
net.minecraft.src.SpawnerAnimals,func_4153_a,*,*,getRandomSpawningPointInChunk,"Given a chunk, find a random position in it."
net.minecraft.src.AxisAlignedBB,func_4150_a,*,*,isVecInside,"Checks if the specified vector is within bounds of the bounding box. Args: vec3D"
net.minecraft.src.SpawnerAnimals,func_4154_a,*,*,performSpawning,"The main spawning algorithm, spawns three random creatures of types in the subclass array"
net.minecraft.src.entity.EntityLiving,func_432_b,*,*,heal,"Heal living entity (param: amount of half-hearts)"
net.minecraft.src.entity.EntityAnimals,func_433_a,*,*,getCanSpawnHere,"Checks if the entity's current position is a valid location to spawn this entity."
net.minecraft.src.entity.EntityLiving,func_430_f,*,*,getLook,"interpolated look vector"
net.minecraft.src.entity.EntityLiving,func_431_d,*,*,getSwingProgress,"Returns where in the swing animation the living entity is (from 0 to 1).  Args: partialTickTime"
net.minecraft.src.entity.EntitySpider,func_437_a,*,*,attackEntity,"Basic mob attack. Default to touch of death in net.minecraft.src.entity.EntityCreature. Overridden by each mob to define their attack."
net.minecraft.src.entity.EntityLiving,func_435_b,*,*,moveEntityWithHeading,"Moves the entity based on the specified heading.  Args: strafe, forward"
net.minecraft.src.entity.EntitySpider,func_438_i,*,*,findPlayerToAttack,"Finds the closest player within 16 blocks to attack, or null if this net.minecraft.src.entity.Entity isn't interested in attacking (Animals, Spiders at day, peaceful PigZombies)."
net.minecraft.src.entity.EntityAnimals,func_439_a,*,*,getBlockPathWeight,"Takes a coordinate in and returns a weight to determine how likely this creature will try to path to the block. Args: x, y, z"
RenderPlayer,func_185_b,*,*,drawFirstPersonHand,"*"
net.minecraft.src.networking.NetClientHandler,func_9446_a,*,*,handleHealth,"Recieves player health from the server and then proceeds to set it locally on the client."
net.minecraft.src.canvas.CanvasIsomPreview,func_1270_b,*,*,loadWorld,"Loads the specified world."
net.minecraft.src.canvas.CanvasIsomPreview,func_1271_a,*,*,isRunning,"Returns true if the thread is running, false otherwise."
net.minecraft.src.canvas.CanvasIsomPreview,func_1273_c,*,*,exit,"Sets running to false to exit out of the display loop."
net.minecraft.src.inventory.InventoryPlayer,func_506_f,*,*,getTotalArmorValue,"Based on the damage values and maximum damage values of each armor item, returns the current armor value."
net.minecraft.src.inventory.InventoryPlayer,func_507_e,*,*,damageArmor,"Damages armor in each slot by the specified amount."
net.minecraft.src.inventory.InventoryPlayer,func_504_a,*,*,addItemStackToInventory,"Adds the item stack to the inventory, returns false if it is impossible."
net.minecraft.src.inventory.InventoryPlayer,func_505_f,*,*,getInventorySlotContainItem,"Returns a slot index in main inventory containing a specific itemID"
net.minecraft.src.inventory.InventoryPlayer,func_502_a,*,*,getDamageVsEntity,"Return damage vs an entity done by the current held weapon, or 1 if nothing is held"
net.minecraft.src.inventory.InventoryPlayer,func_503_g,*,*,dropAllItems,"Drop all armor and main inventory items."
net.minecraft.src.inventory.InventoryPlayer,func_500_a,*,*,compareInventory,"*"
net.minecraft.src.inventory.InventoryPlayer,func_501_a,*,*,compareItemStack,"*"
net.minecraft.src.inventory.InventoryPlayer,func_508_a,*,*,getStrVsBlock,"Gets the strength of the current item (tool) against the specified block, 1.0f if not holding anything."
net.minecraft.src.inventory.InventoryPlayer,func_509_b,*,*,canHarvestBlock,"Returns whether the current item (tool) can harvest from the specified block (actually get a result)."
net.minecraft.src.Tessellator,func_982_a,*,*,draw,"Draws the data set up in this tessellator and resets the state to prepare for new drawing."
net.minecraft.src.Tessellator,func_983_a,*,*,addVertexWithUV,"Adds a vertex specifying both x,y,z and the texture u,v for it."
net.minecraft.src.Tessellator,func_980_b,*,*,setNormal,"Sets the normal for the current draw call."
net.minecraft.src.Tessellator,func_981_a,*,*,setTextureUV,"Sets the texture coordinates."
net.minecraft.src.Tessellator,func_986_a,*,*,setColorRGBA_F,"Sets the RGBA values for the color, converting from floats between 0 and 1 to integers from 0-255."
net.minecraft.src.Tessellator,func_987_a,*,*,setColorOpaque_F,"Sets the RGB values as specified, converting from floats between 0 and 1 to integers from 0-255."
net.minecraft.src.HashEntry,func_768_a,*,*,getHash,"Returns the hash code for this entry"
net.minecraft.src.NibbleArray,func_769_a,*,*,isValid,"Returns if the byte array is null or not."
net.minecraft.src.recipe.RecipesWeapons,func_766_a,*,*,addRecipes,"Adds the weapon recipes to the net.minecraft.src.crafting.CraftingManager."
net.minecraft.src.HashEntry,func_767_b,*,*,getValue,"Returns the object stored in this entry"
net.minecraft.src.Tessellator,func_988_c,*,*,setTranslationF,"Sets the translation for all vertices in the current draw call. (F suffix indicates float parameters)"
net.minecraft.src.Tessellator,func_989_c,*,*,disableColor,"Disables colors for the current draw call."
net.minecraft.src.nbt.NBTTagCompound,func_762_a,*,*,setTag,"Stores the given tag into the map with the given string key. This is mostly used to store tag lists."
net.minecraft.src.nbt.NBTTagCompound,func_760_m,*,*,getBoolean,"Retrieves a boolean value using the specified key, or false if no such key was stored. This uses the getByte method."
net.minecraft.src.nbt.NBTTagCompound,func_761_a,*,*,setByte,"Stores a new net.minecraft.src.nbt.NBTTagByte with the given byte value into the map with the given string key."
net.minecraft.src.block.World,func_647_i,*,*,canBlockSeeTheSky,"Checks if the specified block is able to see the sky"
net.minecraft.src.block.World,func_646_n,*,*,isBlockGettingPowered,"Whether one of the neighboring blocks is putting power into this block. Args: x, y, z"
net.minecraft.src.block.World,func_618_j,*,*,getBlockLightValue,"Gets the light value of a block location"
net.minecraft.src.block.World,func_619_c,*,*,getCelestialAngle,"calls calculateCelestialAngle"
net.minecraft.src.entity.Entity,func_348_f,*,*,addVelocity,"Adds to the current velocity of the entity. Args: x, y, z"
net.minecraft.src.entity.Entity,func_349_c,*,*,moveEntity,"Tries to moves the entity by the passed in displacement. Args: x, y, z"
net.minecraft.src.camera.Frustrum,func_344_a,*,*,isBoxInFrustum,"Calls the clipping helper. Returns true if the box is inside all 6 clipping planes, otherwise returns false."
net.minecraft.src.entity.Entity,func_347_a,*,*,setPosition,"Sets the x,y,z of the entity from the given parameters. Also seems to set up a bounding box."
net.minecraft.src.audio.SoundManager,func_340_a,*,*,loadSoundSettings,"Used for loading sound settings from net.minecraft.src.GameSettings"
net.minecraft.src.block.World,func_617_e,*,*,notifyBlockChange,"The block type change and need to notify other systems  Args: x, y, z, blockID"
net.minecraft.src.block.World,func_615_b,*,*,deleteWorld,"Deletes the specified world."
net.minecraft.src.networking.NetworkManager,func_968_b,*,*,isServerTerminating,"Is the server terminating? Client side aways returns false."
net.minecraft.src.networking.NetworkManager,func_969_e,*,*,getReadThread,"Returns the read thread."
net.minecraft.src.networking.NetworkManager,func_963_f,*,*,getWriteThread,"Returns the write thread."
net.minecraft.src.networking.NetworkManager,func_964_b,*,*,sendPacket,"Sends a data packet if there is one to send, or sends a chunk data packet if there is one and the counter is up, or does nothing. If it sends a packet, it sleeps for 10ms."
net.minecraft.src.networking.NetworkManager,func_965_d,*,*,sendNetworkPacket,"Static accessor to sendPacket."
net.minecraft.src.networking.NetworkManager,func_966_c,*,*,readNetworkPacket,"Static accessor to readPacket."
net.minecraft.src.networking.NetworkManager,func_967_a,*,*,processReadPackets,"Checks timeouts and processes all pending read packets."
net.minecraft.src.MinecraftAppletImpl,func_4007_a,*,*,displayUnexpectedThrowable,"Displays an unexpected error that has come up during the game."
net.minecraft.src.MovementInputFromOptions,func_797_a,*,*,updatePlayerMoveState,"*"
net.minecraft.src.MovementInputFromOptions,func_796_a,*,*,checkKeyForMovementInput,"Checks if a pressed key will change the movement state. Arg: keyPressed, keyState"
net.minecraft.src.datatype.Vec3D,func_1247_a,*,*,getIntermediateWithXValue,"Returns a new vector with x value equal to the second parameter, along the line between this vector and the passed in vector, or null if not possible."
net.minecraft.src.datatype.Vec3D,func_1246_b,*,*,crossProduct,"Returns a new vector with the result of this vector x the specified vector."
net.minecraft.src.entity.EntityPlayerSP,func_6415_a_,*,*,useCurrentItemOnEntity,"Uses the currently equipped item on the specified entity. Args: entity"
net.minecraft.src.entity.EntityPlayer,func_6417_t,*,*,getScore,""
net.minecraft.src.entity.EntityPlayer,func_6416_v,*,*,getCurrentEquippedItem,"Returns the currently being used item by the player."
net.minecraft.src.entity.EntityPlayerSP,func_6419_n,*,*,getPlayerArmorValue,"*"
RenderEngine,func_6526_a,*,*,readTextureImage,"Returns a BufferedImage read off the provided input stream.  Args: inputStream"
net.minecraft.src.item.ItemPickaxe,func_4018_a,*,*,canHarvestBlock,"Returns if the item (tool) can harvest results from the block type."
RenderEngine,func_1069_b,*,*,unwrapImageByColumns,"Takes an image with multiple 16-pixel-wide columns and creates a new 16-pixel-wide image where the columns are stacked vertically"
RenderEngine,func_1068_a,*,*,setupTexture,"Copy the supplied image onto the specified OpenGL texture"
RenderEngine,func_1065_b,*,*,refreshTextures,"Call setupTexture on all currently-loaded textures again to account for changes in rendering options"
RenderEngine,func_1066_a,*,*,registerTextureFX,"*"
net.minecraft.src.item.ItemFishingRod,func_4017_a,*,*,isFull3D,"Returns True is the item is renderer in full 3D when hold."
net.minecraft.src.MCHashTable,func_1060_f,*,*,grow,"Increases the number of hash slots"
net.minecraft.src.entity.EntityPlayerSP,func_425_j,*,*,onLivingUpdate,"Called frequently so the entity can update its state every tick as required. For example, zombies and skeletons use this to react to sunlight and start to burn."
net.minecraft.src.entity.EntityLiving,func_427_e,*,*,getPosition,"interpolated position vector"
net.minecraft.src.entity.EntityLiving,func_426_b,*,*,faceEntity,"changes pitch and yaw so that the entity calling the function is facing the entity provided as an argument"
net.minecraft.src.entity.EntityLiving,func_420_c,*,*,canEntityBeSeen,"returns true if the entity provided in the argument can be seen. (Raytrace)"
net.minecraft.src.entity.EntityGhast,func_422_g,*,*,getDropItemId,"Returns the item ID for the item the mob drops on death."
net.minecraft.src.entity.EntityLiving,func_429_A,*,*,isOnLadder,"Check if an entity is on a ladder. Returns a bool."
net.minecraft.src.entity.Entity,func_9279_a,*,*,updateFallState,"Takes in the distance the entity has fallen this tick and whether its on the ground to update the fall distance and deal fall damage if landing on the ground.  Args: distanceFallenThisTick, onGround"
net.minecraft.src.item.Item,func_197_c,*,*,getMaxDamage,"Returns the maximum damage an item can take."
net.minecraft.src.item.Item,func_196_a,*,*,getIconIndex,"Returns the icon index of the stack given as argument."
net.minecraft.src.item.ItemBucket,func_193_a,*,*,onItemRightClick,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
net.minecraft.src.item.ItemBlock,func_192_a,*,*,onItemUse,"Callback for item usage. If the item does something special on right clicking, he will have one of those. Return True if something happen and false if it don't. This is for ITEMS, not BLOCKS !"
net.minecraft.src.PathEntity,func_1205_a,*,*,getPosition,"Gets the position that an entity should be at in the current point in the path"
net.minecraft.src.PathEntity,func_1207_b,*,*,isFinished,"Returns true if this path has reached the end"
net.minecraft.src.PathEntity,func_1206_a,*,*,incrementPathIndex,"Directs this path to the next point in its array"
net.minecraft.src.world.WorldRenderer,func_1201_d,*,*,callOcclusionQueryList,"Renders the occlusion query GL List"
net.minecraft.src.world.WorldRenderer,func_1200_a,*,*,getGLCallListForPass,"Takes in the pass the call list is being requested for. Args: renderPass"
net.minecraft.src.world.WorldRenderer,func_1203_g,*,*,setupGLTranslation,""
net.minecraft.src.world.WorldRenderer,func_1202_a,*,*,distanceToEntity,"Returns the distance of this chunk renderer to the entity. Args: entity"
net.minecraft.src.inventory.InventoryPlayer,func_511_b,*,*,decrementAnimations,"Decrement the number of animations remaining. Only called on client side. This is used to handle the animation of receiving a block."
net.minecraft.src.inventory.InventoryPlayer,func_510_b,*,*,consumeInventoryItem,"removed one item of specified itemID from inventory (if it is in a stack, the stack size will reduce with 1)"
net.minecraft.src.inventory.InventoryPlayer,func_513_b,*,*,readFromNBT,"Reads from the given tag list and fills the slots in the inventory with the correct items."
net.minecraft.src.inventory.InventoryPlayer,func_512_i,*,*,copyInventory,"*"
net.minecraft.src.world.WorldGenFlowers,func_516_a,*,*,generate,"*"
net.minecraft.src.NibbleArray,func_771_a,*,*,getNibble,"Returns the nibble of data corresponding to the passed in i,j,k. j is at most 6 bits, k is at most 4."
net.minecraft.src.NibbleArray,func_770_a,*,*,setNibble,"Sets the nibble of data at i << 11 | k << 7 | j to l."
net.minecraft.src.MouseHelper,func_772_c,*,*,mouseXYChange,""
net.minecraft.src.Tessellator,func_990_b,*,*,setColorOpaque_I,"Sets the color to the given opaque value (stored as byte values packed in an integer)."
net.minecraft.src.Tessellator,func_992_a,*,*,startDrawing,"Resets tessellator state and prepares for drawing (with the specified draw mode)."
net.minecraft.src.inventory.Slot,func_779_d,*,*,onSlotChanged,"Called when the stack in a net.minecraft.src.inventory.Slot changes"
net.minecraft.src.world.chunk.Chunk,func_999_b,*,*,getHeightValue,"Returns the value in the height map at this x, z coordinate in the chunk"
net.minecraft.src.world.chunk.Chunk,func_998_e,*,*,onChunkUnload,"Called when this net.minecraft.src.world.chunk.Chunk is unloaded by the ChunkProvider"
net.minecraft.src.block.BlockRedstoneWire,func_281_g,*,*,getMaxCurrentStrength,"Returns the current strength at the specified block if it is greater than the passed value, or the passed value otherwise.  Signature: (world, x, y, z, strength)"
net.minecraft.src.block.BlockRedstoneWire,func_280_h,*,*,updateAndPropagateCurrentStrength,"Sets the strength of the wire current (0-15) for this block based on neighboring blocks and propagates to neighboring redstone wires"
net.minecraft.src.block.BlockMobSpawner,func_283_a_,*,*,SetBlockEntity,"Returns the tileentity used by the block"
net.minecraft.src.block.BlockRedstoneWire,func_282_i,*,*,notifyWireNeighborsOfNeighborChange,"Calls net.minecraft.src.block.World.notifyBlocksOfNeighborChange() for all neighboring blocks, but only if the given block is a redstone wire."
net.minecraft.src.block.BlockFurnace,func_285_a,*,*,updateFurnaceBlockState,"Update which block ID the furnace is using depending on whether or not it is burning"
net.minecraft.src.block.BlockFluids,func_287_j,*,*,checkForHarden,"Forces lava to check to see if it is colliding with water, and then decide what it should harden to."
net.minecraft.src.block.BlockChest,func_286_h,*,*,isThereANeighborChest,"Checks the neighbor blocks to see if there is a chest there. Args: world, x, y, z"
net.minecraft.src.block.BlockFluids,func_288_b,*,*,setFluidHeight,"*"
net.minecraft.src.block.World,func_609_a,*,*,getClosestPlayerToEntity,"Gets the closest player to the entity within the specified distance (if distance is less than 0 then ignored). Args: entity, dist"
net.minecraft.src.entity.Entity,func_359_G,*,*,handleLavaMovement,"Whether or not the current entity is in lava"
net.minecraft.src.entity.EntityAnimals,func_357_b,*,*,readEntityFromNBT,"(abstract) Protected helper method to read subclass entity data from NBT."
net.minecraft.src.block.World,func_604_a,*,*,checkIfAABBIsClear,"Returns true if there are no solid, live entities in the specified net.minecraft.src.AxisAlignedBB"
net.minecraft.src.entity.EntityItem,func_355_a,*,*,dealFireDamage,"Will deal the specified amount of damage to the entity if the entity isn't immune to fire damage. Args: amountDamage"
net.minecraft.src.entity.EntityLiving,func_354_B,*,*,isEntityAlive,"Checks whether target entity is alive."
net.minecraft.src.entity.EntityCow,func_353_a,*,*,interact,"Called when a player interacts with a mob. e.g. gets milk from a cow, gets into the saddle on a pig."
net.minecraft.src.entity.EntityAnimals,func_352_a,*,*,writeEntityToNBT,"(abstract) Protected helper method to write subclass entity data to NBT."
net.minecraft.src.world.chunk.ChunkCache,func_603_b,*,*,getBlockTileEntity,"Returns the net.minecraft.src.entity.TileEntity associated with a given block in X,Y,Z coordinates, or null if no net.minecraft.src.entity.TileEntity exists"
net.minecraft.src.world.chunk.ChunkCache,func_602_e,*,*,getBlockMetadata,"Returns the block metadata at coords x,y,z"
net.minecraft.src.Tessellator,func_979_a,*,*,setColorOpaque,"Sets the RGB values as specified, and sets alpha to opaque."
net.minecraft.src.Tessellator,func_978_a,*,*,setColorRGBA,"Sets the RGBA values for the color. Also clamps them to 0-255."
net.minecraft.src.networking.NetworkManager,func_973_c,*,*,readPacket,"Reads a single packet from the input stream and adds it to the read queue. If no packet is read, it shuts down the network."
net.minecraft.src.networking.NetworkManager,func_972_a,*,*,addToSendQueue,"Adds the packet to the correct send queue (chunk data packets go to a separate queue)."
net.minecraft.src.networking.NetworkManager,func_971_a,*,*,isRunning,"Whether the network is operational."
net.minecraft.src.networking.NetworkManager,func_970_a,*,*,onNetworkError,"Used to report network errors and causes a network shutdown."
net.minecraft.src.Tessellator,func_977_b,*,*,startDrawingQuads,"Sets draw mode in the tessellator to draw quads."
net.minecraft.src.recipe.RecipesFood,func_976_a,*,*,addRecipes,"Adds the food recipes to the net.minecraft.src.crafting.CraftingManager."
net.minecraft.src.player.PlayerController,func_727_b,*,*,getBlockReachDistance,"player reach distance = 4F"
net.minecraft.src.gen.MobSpawnerBase,func_4119_a,*,*,getBiome,"*"
net.minecraft.src.texture.TexturePackList,func_6530_b,*,*,availableTexturePacks,"Returns a list of the available texture packs."
net.minecraft.src.texture.TexturePackList,func_6531_a,*,*,setTexturePack,"Sets the new TexturePack to be used, returning true if it has actually changed, false if nothing changed."
Render,func_4009_a,*,*,setRenderManager,"Sets the RenderManager."
RenderEngine,func_1078_a,*,*,deleteTexture,"Deletes a single GL texture"
net.minecraft.src.entity.EntityList,func_1079_a,*,*,createEntityInWorld,"Creates an entity of the given name in the world."
RenderEngine,func_1076_b,*,*,bindTexture,"*"
RenderEngine,func_1077_b,*,*,weightedAverageColor,"Uses the alpha of the two colors passed in to determine the contributions of each color.  If either of them has an alpha greater than 0 then the returned alpha is 255 otherwise its zero if they are both zero. Args: color1, color2"
RenderEngine,func_1074_a,*,*,allocateAndSetupTexture,"Copy the supplied image onto a newly-allocated OpenGL texture, returning the allocated texture name"
RenderEngine,func_1075_a,*,*,obtainImageData,"Return a net.minecraft.src.threading.ThreadDownloadImageData instance for the given URL.  If it does not already exist, it is created and uses the passed net.minecraft.src.opengl.buffer.ImageBuffer.  If it does, its reference count is incremented."
RenderEngine,func_1072_a,*,*,averageColor,"Takes two colors and returns the average of them. Args: color1, color2"
RenderEngine,func_1073_b,*,*,releaseImageData,"Decrements the reference count for a given URL, deleting the image data if the reference count hits 0"
RenderEngine,func_1070_a,*,*,getTexture,"*"
RenderEngine,func_1071_a,*,*,getTextureForDownloadableImage,"Takes a URL of a downloadable image and the name of the local image to be used as a fallback.  If the image has been downloaded, returns the GL texture of the downloaded image, otherwise returns the GL texture of the fallback image."
net.minecraft.src.block.BlockLeaves,func_310_a,*,*,setGraphicsLevel,"Pass true to draw this block using fancy graphics, or false for fast graphics."
RenderItem,func_161_a,*,*,renderItemIntoGUI,"Renders the item's icon or block into the UI at the specified position."
RenderItem,func_162_a,*,*,renderQuad,"Adds a quad to the tesselator at the specified position with the set width and height and color.  Args: tessellator, x, y, width, height, color"
RenderItem,func_163_a,*,*,renderTexturedQuad,"Adds a textured quad to the tesselator at the specified position with the specified texture coords, width and height.  Args: x, y, u, v, width, height"
RenderItem,func_164_b,*,*,renderItemOverlayIntoGUI,"Renders the item's overlay information. Examples being stack count or damage on top of the item's image at the specified position."
RenderPlayer,func_166_a,*,*,shouldRenderPass,"Queries whether should render the specified pass or not."
net.minecraft.src.block.BlockJukeBox,func_317_e,*,*,ejectRecord,"Ejects the current record inside of the jukebox"
net.minecraft.src.gui.GuiScreen,func_568_a,*,*,deleteWorld,"Deletes the selected world."
net.minecraft.src.gui.GuiScreen,func_569_f,*,*,handleKeyboardInput,"Handles keyboard input."
RenderBlocks,func_1216_f,*,*,renderBlockMinecartTrack,"Renders a minecart track block at the given coordinates"
RenderBlocks,func_1217_b,*,*,renderTopFace,"Renders the given texture to the top face of the block. Args: block, x, y, z, texture"
RenderBlocks,func_1214_n,*,*,renderBlockStairs,"Renders a stair block at the given coordinates"
net.minecraft.src.threading.ThreadDownloadResources,func_1212_a,*,*,downloadResource,"Downloads the resource and saves it to disk."
net.minecraft.src.OpenGlCapsChecker,func_1213_a,*,*,checkARBOcclusion,"Checks if we support OpenGL occlusion."
net.minecraft.src.threading.ThreadDownloadResources,func_1210_a,*,*,reloadResources,"Reloads the resource folder and passes the resources to net.minecraft.client.Minecraft to install."
net.minecraft.src.threading.ThreadDownloadResources,func_1211_a,*,*,downloadAndInstallResource,"Downloads the resource and saves it to disk then installs it."
net.minecraft.src.gui.GuiScreen,func_564_d,*,*,handleInput,"Delegates mouse and keyboard input."
net.minecraft.src.gui.GuiScreen,func_565_a,*,*,mouseClicked,"Called when the mouse is clicked."
net.minecraft.src.gui.GuiScreen,func_566_e,*,*,handleMouseInput,"Handles mouse input."
net.minecraft.src.gui.GuiButton,func_560_b,*,*,mouseDragged,"Fired when the mouse button is dragged. Equivalent of MouseListener.mouseDragged(MouseEvent e)."
net.minecraft.src.gui.GuiButton,func_561_a,*,*,drawButton,"Draws this button to the screen."
net.minecraft.src.gui.GuiButton,func_562_c,*,*,mousePressed,"Returns true if the mouse has been pressed on this control. Equivalent of MouseListener.mousePressed(MouseEvent e)."
net.minecraft.src.block.BlockSand,func_316_a_,*,*,canFallBelow,"Checks to see if the sand can fall into the block below it"
net.minecraft.src.block.World,func_704_b,*,*,getChunkFromChunkCoords,"Returns back a chunk looked up by chunk coordinates Args: x, y"
net.minecraft.src.block.World,func_706_k,*,*,isBlockIndirectlyProvidingPowerTo,"Is a block next to you getting powered (if its an attachable block) or is it providing power directly to you.  Args: x, y, z, direction"
net.minecraft.src.block.World,func_700_a,*,*,TickUpdates,"Runs through the list of updates to run and ticks them"
net.minecraft.src.block.World,func_702_a,*,*,getPathToEntity,"Returns a path between two entities"
net.minecraft.src.block.World,func_708_k,*,*,canExistingBlockSeeTheSky,"Determines if a block can see the sky or not, but if the proper chunk does not already exist, it does not create a new one."
RenderBlocks,func_1218_o,*,*,renderBlockDoor,"Renders a door block at the given coordinates"
net.minecraft.src.entity.EntityList,func_1082_a,*,*,getEntityID,"gets the entityID of a specific entity"
net.minecraft.src.entity.Entity,func_363_d,*,*,writeToNBT,"Save the entity to NBT (calls an abstract helper method to write extra data)"
net.minecraft.src.entity.Entity,func_360_d,*,*,getDistanceSq,"Gets the squared distance to the position. Args: x, y, z"
net.minecraft.src.entity.Entity,func_361_e,*,*,getDistance,"Gets the distance to the position. Args: x, y, z"
